PMID	MHDA	DRUG	AE	PT	LlamaTiFirst	LlamaAbFirst	pAuth_modelA	pAuth_modelB	aAuth	Title	Abstract
30115574	2019/4/19	Telbivudine	Biliary Atresia	Case Reports_and_Letter	1	0	0	0	0	Congenital biliary atresia in an infant born to hepatitis B mother treated with telbivudine before and during pregnancy.	
28743416	2019/1/31	Adalimumab	Tuberculosis, Ocular	Case Reports_and_Journal Article	1	1	0	0	0	Asymptomatic choroidal tubercle in a patient with Crohn's disease on adalimumab treatment.	INTRODUCTION: Adalimumab, an anti-tumour necrosis factor alpha therapy for active Crohn's disease (CD), is associated with increased risks of tuberculosis infection. CASE REPORT: The case is presented of a 48 year-old male with active CD on treatment with adalimumab. After three months, he developed a miliary pulmonary tuberculosis infection, with a solitary non-reactive choroidal tubercle temporal-superior to the optic disc being found in an ophthalmological study. Fluorescein angiography showed late hyperfluorescence in a staining pattern. Optic coherence tomography showed a flat mass without serous retinal detachment. The choroidal tubercle slowly regressed with antituberculosis therapy. DISCUSSION: Choroidal tubercles with no vitreo-retinal symptomatology can be present in patients with CD and on treatment with adalimumab.
30189305	2018/12/13	Cabergoline	Thrombocytopenia	Case Reports_and_Journal Article	1	1	0	0	0	Pituitary Apoplexy in Long-Term Cabergoline User During Thrombocytopenia Due to Chemotherapy for Chronic Myelocytic Leukemia.	BACKGROUND: Pituitary apoplexy (PA) is a life-threatening syndrome. The usage of a dopamine agonist, such as bromocriptine or cabergoline, is considered a predisposing factor for PA, which commonly occurs 1.5 years within commencement. CASE DESCRIPTION: A 64-year-old female with a >15-year history of cabergoline therapy for pituitary prolactinoma was referred to our department of neurosurgery after complaining of headache, blurred vision, diplopia, and ptosis for 3 days during hospital admission for chemotherapy of chronic myelocytic leukemia. Computed tomography and magnetic resonance imaging revealed findings indicative of PA. As the patient was experiencing thrombocytopenia related to chemotherapy, blood transfusion was preceded, and after a platelet count of 15.0 x 104/muL was confirmed, transnasal neuroendoscopic surgery was performed 5 days from the onset of symptoms. The majority of the prolactinoma was removed, and the prolactinoma in the cavernous sinus was intentionally left. The postoperative course was generally good. The ptosis and diplopia improved, and the blurred vision resolved. CONCLUSIONS: PA related to dopamine agonist therapy can occur in cases of elevated bleeding tendency, even in long-term users, suggesting that attention should be paid in the administration of a dopamine agonist in the patient experiencing thrombocytopenia. Surgical intervention should be performed after the preoperative platelet number and adequate response to transfusion are confirmed, and the aggressive removal of prolactinoma in the cavernous sinus should be avoided to reduce the risk of hemorrhagic complications.
29654781	2018/10/16	Propofol	Cell Transformation, Neoplastic	Journal Article_and_Review	1	1	0	0	0	Effects of propofol on cancer development and chemotherapy: Potential mechanisms.	Propofol (2, 6-diisopropylphenol) is the commonly used intravenous sedative-hypnotic agent. Accumulating evidence shows that propofol affects cancer development by direct and indirect ways. In this review, we will provide an overview of the effects of propofol on cancer development and chemotherapy, with a special focus on the underlying molecular mechanisms involved. Propofol regulates both microRNAs (miRNAs) and long non-coding RNAs (lncRNAs), and serves as a regulator of different signaling pathways including hypoxia-inducible factor-1alpha (HIF-1alpha), mitogen-activated protein kinase (MAPK), nuclear factor-kappaB (NF-kappaB), and nuclear factor E2-related factor-2 (Nrf2) pathways. In addition, propofol modulates host immune function. Possible correlation between propofol and cancer should be verified in further studies, including animal trials and prospective clinical studies.
29181701	2018/11/6	Asparaginase	Non-alcoholic Fatty Liver Disease	Case Reports_and_Letter	1	0	0	0	0	Non-alcoholic steatohepatitis induced by induction chemotherapy for pediatric acute lymphoblastic leukemia.	
29181701	2018/11/6	Daunorubicin	Non-alcoholic Fatty Liver Disease	Case Reports_and_Letter	1	0	0	0	0	Non-alcoholic steatohepatitis induced by induction chemotherapy for pediatric acute lymphoblastic leukemia.	
29181701	2018/11/6	Vincristine	Non-alcoholic Fatty Liver Disease	Case Reports_and_Letter	1	0	0	0	0	Non-alcoholic steatohepatitis induced by induction chemotherapy for pediatric acute lymphoblastic leukemia.	
30848774	2019/3/19	Penicillin G Benzathine	Lung Diseases, Interstitial	Case Reports_and_Journal Article	1	0	0	0	0	[Drug rash with eosinophilia and systemic symptoms or DRESS syndrome. Report of one case].	
30287622	2019/2/6	Dabigatran	Oral Ulcer	Case Reports_and_Journal Article	1	0	0	0	0	Oral ulcer due to dabigatran capsule.	
29767437	2019/3/20	Acitretin	Ecchymosis	Case Reports_and_Letter	1	0	0	0	0	A case of acitretin-induced haemorrhagic lesions in Darier disease.	
30809871	2019/8/6	Ciprofloxacin	Aneurysm, Dissecting	Journal Article	1	1	0	0	0	Assessing fluoroquinolone-associated aortic aneurysm and dissection: Data mining of the public version of the FDA adverse event reporting system.	AIMS: A recent large epidemiological study found fluoroquinolone use is associated with an increased risk of aortic aneurysm or dissection. We aimed to examine fluoroquinolone (ciprofloxacin, levofloxacin and moxifloxacin) associated aortic aneurysm or dissection through data mining of the US Food and Drug Administration Adverse Event Reporting System (FAERS). METHODS: Reports to the FAERS from 1 January 2004 to 31 December 2016 were analysed. Pharmacovigilance tools were used for quantitative detection of signals that is, drug-associated adverse events, including reporting odds ratio, proportional reporting ratio, information component given by a Bayesian confidence propagation neural network and empirical Bayes geometric mean. Sensitivity analyses that limited the data by gender and adverse event date also showed similar trends. RESULTS: Based on 3721 adverse event reports, all three fluoroquinolones are associated with aortic aneurysm, and levofloxacin is associated with aortic dissection. The risk of aortic aneurysm is higher than the aortic dissection. Oral administration of fluoroquinolones is more likely to produce these adverse events. CONCLUSION: The results obtained herein are consistent with clinical observations, suggesting the necessity for further clinical research on aortic aneurysm and dissection associated with fluoroquinolones.
30809871	2019/8/6	Levofloxacin	Aneurysm, Dissecting	Journal Article	1	1	0	0	0	Assessing fluoroquinolone-associated aortic aneurysm and dissection: Data mining of the public version of the FDA adverse event reporting system.	AIMS: A recent large epidemiological study found fluoroquinolone use is associated with an increased risk of aortic aneurysm or dissection. We aimed to examine fluoroquinolone (ciprofloxacin, levofloxacin and moxifloxacin) associated aortic aneurysm or dissection through data mining of the US Food and Drug Administration Adverse Event Reporting System (FAERS). METHODS: Reports to the FAERS from 1 January 2004 to 31 December 2016 were analysed. Pharmacovigilance tools were used for quantitative detection of signals that is, drug-associated adverse events, including reporting odds ratio, proportional reporting ratio, information component given by a Bayesian confidence propagation neural network and empirical Bayes geometric mean. Sensitivity analyses that limited the data by gender and adverse event date also showed similar trends. RESULTS: Based on 3721 adverse event reports, all three fluoroquinolones are associated with aortic aneurysm, and levofloxacin is associated with aortic dissection. The risk of aortic aneurysm is higher than the aortic dissection. Oral administration of fluoroquinolones is more likely to produce these adverse events. CONCLUSION: The results obtained herein are consistent with clinical observations, suggesting the necessity for further clinical research on aortic aneurysm and dissection associated with fluoroquinolones.
30809871	2019/8/6	Levofloxacin	Aortic Aneurysm, Thoracic	Journal Article	1	1	0	0	0	Assessing fluoroquinolone-associated aortic aneurysm and dissection: Data mining of the public version of the FDA adverse event reporting system.	AIMS: A recent large epidemiological study found fluoroquinolone use is associated with an increased risk of aortic aneurysm or dissection. We aimed to examine fluoroquinolone (ciprofloxacin, levofloxacin and moxifloxacin) associated aortic aneurysm or dissection through data mining of the US Food and Drug Administration Adverse Event Reporting System (FAERS). METHODS: Reports to the FAERS from 1 January 2004 to 31 December 2016 were analysed. Pharmacovigilance tools were used for quantitative detection of signals that is, drug-associated adverse events, including reporting odds ratio, proportional reporting ratio, information component given by a Bayesian confidence propagation neural network and empirical Bayes geometric mean. Sensitivity analyses that limited the data by gender and adverse event date also showed similar trends. RESULTS: Based on 3721 adverse event reports, all three fluoroquinolones are associated with aortic aneurysm, and levofloxacin is associated with aortic dissection. The risk of aortic aneurysm is higher than the aortic dissection. Oral administration of fluoroquinolones is more likely to produce these adverse events. CONCLUSION: The results obtained herein are consistent with clinical observations, suggesting the necessity for further clinical research on aortic aneurysm and dissection associated with fluoroquinolones.
30809871	2019/8/6	Moxifloxacin	Aneurysm, Dissecting	Journal Article	1	1	0	0	0	Assessing fluoroquinolone-associated aortic aneurysm and dissection: Data mining of the public version of the FDA adverse event reporting system.	AIMS: A recent large epidemiological study found fluoroquinolone use is associated with an increased risk of aortic aneurysm or dissection. We aimed to examine fluoroquinolone (ciprofloxacin, levofloxacin and moxifloxacin) associated aortic aneurysm or dissection through data mining of the US Food and Drug Administration Adverse Event Reporting System (FAERS). METHODS: Reports to the FAERS from 1 January 2004 to 31 December 2016 were analysed. Pharmacovigilance tools were used for quantitative detection of signals that is, drug-associated adverse events, including reporting odds ratio, proportional reporting ratio, information component given by a Bayesian confidence propagation neural network and empirical Bayes geometric mean. Sensitivity analyses that limited the data by gender and adverse event date also showed similar trends. RESULTS: Based on 3721 adverse event reports, all three fluoroquinolones are associated with aortic aneurysm, and levofloxacin is associated with aortic dissection. The risk of aortic aneurysm is higher than the aortic dissection. Oral administration of fluoroquinolones is more likely to produce these adverse events. CONCLUSION: The results obtained herein are consistent with clinical observations, suggesting the necessity for further clinical research on aortic aneurysm and dissection associated with fluoroquinolones.
